Date,City,State,AreaType,School,Fatalities,Wounded,Desc
1/31/2014,Des Moines,Iowa,No Info,High School,0,1.0,"After a basketball game atÂ¬â North High School, there was gunfire in a parking lot of the school. Six males in a black jeep had come moments before the shooting and returned at the time it happened. A 15-year-old girl was injured by a ricocheting bullet. While officers were gaining control of the area, teachers on the scene led students into the school building for safety.[465]"
2/10/2014,Salisbury,North Carolina,No Info,High School,0,1.0,"A 16-year-old student was shot in the stomach on the campus ofÂ¬â Salisbury High SchoolÂ¬â during a dispute in the school gym. 17-year-old suspect was charged with assault with a deadly weapon with intent to kill inflicting serious injury, possession of a firearm on school property and discharging a weapon on school property.[466]"
2/10/2014,Lyndhurst,Ohio,No Info,High School,0,0.0,"Five shots were fired in the parking lot ofÂ¬â Charles F. Brush High School, including one which hit an unoccupied police car. No one was reported to be injured, though a school basketball game was going on at the time.[467]"
2/12/2014,Los Angeles,California,No Info,College,0,1.0,A male victim was shot in the back in a possible gang-related drive-by shooting near theÂ¬â University of Southern California. The suspect fled into the University Campus. The victim was last reported in stable condition before being transported to a local hospital.[468]
2/22/2014,Augusta,Georgia,No Info,College,0,1.0,"A shooting involving a campus police officer occurred at aÂ¬â Georgia Regents UniversityÂ¬â dormitory complex. A male suspect entered a vehicle and nearly struck an officer, who opened fire. The suspect was taken to Georgia Regents Medical Center with injuries that were not believed to be critical.[469]"
3/12/2014,Miami,Florida,No Info,Elementary School,1,0.0,An elementary school teacher was killed outside The Academy of Knowledge Preschool by her husband.
3/25/2014,College Park,Georgia,No Info,High School,0,0.0,"An argument between students led to shots being fired in aÂ¬â Benjamin Banneker High Schoolparking lot during the afternoon. Investigators believe multiple people were present when shots were fired, but it was not known how many could face charges for the incident. No one was injured in the shooting.[470]"
4/9/2014,Greenville,North Carolina,No Info,High School,0,0.0,"Just after the lunch hour, at D. H. Conley High School, a car drove past the school and witnesses said an occupant reached out of a car window and fired shots in the direction of the school. This incident occurred on Worthington and Tull Roads, directly in front of the school. No one was injured.[471]"
4/11/2014,Detroit,Michigan,No Info,High School,1,0.0,"After a Friday evening student awards ceremony called ""Grammy Night"", four men who were affiliated with a gang fired into a crowd in the parking lot ofÂ¬â East English Village Preparatory Academy. One 19-year-old, Darryl Smith, was fatally shot in the head. Smith was not a student at the academy.[472]"
5/4/2014,Augusta,Georgia,No Info,College,0,1.0,"Two men fired shots inside a dormitory at Paine College on Sunday, injuring one student in the head. Neither of the suspects were students at the college.[473]"
5/5/2014,Augusta,Georgia,No Info,College,0,1.0,An active shooter situation was reported at Paine College on Monday with one person reported to be shot. The suspect was apparently apprehended and in custody. It was the second shooting incident to occur at the college campus in two days.[474]
5/8/2014,Lawrenceville,Georgia,No Info,College,0,1.0,"A person was shot on a student parking lot roof at Georgia Gwinnett College, receiving an injury. The specific cause has not been identified.[475]"
5/14/2014,Richmond,California,No Info,High School,0,1.0,A 14-year-old student was injured during a drive-by shooting in front ofÂ¬â John F. Kennedy High SchoolÂ¬â at 8:30Â¬â a.m.. He was shot as he was running towards the school campus after a fight took place. The student suffered a serious but stable injury to his leg. Police are searching for a suspect.[476]
6/5/2014,Seattle,Washington,No Info,College,1,2.0,"19-year-old students, Paul Lee and Sarah Williams, and 24-year-old student, Thomas Fowler, were shot inside a hallway of Otto Miller Hall atÂ¬â Seattle Pacific University.[477]Â¬â Freshman Lee was rushed toÂ¬â Harborview Medical CenterÂ¬â but later died. The shooter was subdued with pepper spray and tackled to the ground by student building monitor, Jon Meis, as he paused to reload his shotgun. 26-year-old Aaron Rey Ybarra was arrested at the scene and has been charged with premeditated and attempted murder.[478]"
6/10/2014,Troutdale,Oregon,No Info,High School,2,1.0,"At around 8:30Â¬â a.m. shots were fired atÂ¬â Reynolds High School. 14-year-old freshman Emilio Hoffman was killed, a physical education teacher was injured, and the gunman, 15-year-old Jared Padgett, exchanged gunfire with police officers and then committed suicide in a restroom stall.[408][479]"
9/9/2014,Miami,Florida,No Info,-,0,1.0,"Towards the end of the school day, one alternative school student in Miami was shot as a small group of students tussled. The injury was minor, requiring hospitalization, and five young adults were later questioned.[480]"
9/27/2014,Terre Haute,Indiana,No Info,College,0,1.0,"A 20-year-oldÂ¬â Indiana State UniversityÂ¬â student was shot by another student on Saturday inside a residence hall. The injuries were not fatal, and a full recovery was expected. The shooter was arrested on the following day.[481]"
9/30/2014,Albemarle,North Carolina,No Info,High School,0,1.0,"Two students got in an argument atÂ¬â Albemarle High SchoolÂ¬â around 7:30Â¬â a.m. on Tuesday, and one of the students shot the other twice including once in the leg. The student who committed the shooting was allegedly involved in a stabbing of a football player last year at West Montgomery High School, which is only 20 miles (32Â¬â km) away in Mount Gilead, North Carolina. The school had held an active shooter training over the summer, which prepared the school for this incident.[482]"
9/30/2014,Louisville,Kentucky,No Info,High School,0,1.0,"One student was injured atÂ¬â Fern Creek Traditional High School. The incident occurred around 1Â¬â p.m., reportedly after student became enraged in a hallway and pulled out a gun. The student was arrested later that day.[483]"
10/3/2014,Fairburn,Georgia,No Info,High School,1,0.0,"After a homecoming football game, a fatal shooting of 17-year-old Kristofer Hunter, occurred in the Langston Hughes High School parking lot. The assailant, 18-year-old Eric Dana Johnson Jr., turned himself in a week later.[484]"
10/24/2014,Marysville,Washington,No Info,High School,5,1.0,"Marysville Pilchuck High School shooting. 15-year-old freshman, Jaylen Fryberg, shot five students in the school cafeteria ofÂ¬â Marysville Pilchuck High School, fatally wounding four, before committing suicide.[408][485]"
11/20/2014,Tallahassee,Florida,No Info,College,1,3.0,"At around 12:40Â¬â a.m. EST, a gunman opened fired in or near the Strozier Library atÂ¬â Florida State University. Three people suffered gunshot injuries and were taken to a local area hospital. One was in critical condition, another was in good condition, and the third was shortly released after treatment. The gunman, later identified as Myron May, an alumnus from the school, started firing towards responding police officers and was fatally shot by them on the steps of the library.[486]"
11/20/2014,Miami,Florida,No Info,High School,1,1.0,Two teens were shot during a fight atÂ¬â Miami Carol City High School. One of the boys died.[487]
12/5/2014,Claremore,Oklahoma,No Info,College,1,0.0,"38-year-old Thomas Floyd Fees, a former Tulsa police officer, fired two gunshots within the campus ofÂ¬â Rogers State UniversityÂ¬â during an attempt to enter a university building, before committing suicide. He had previously been arrested the day before for entering a female student's dormitory room with observable intent to commit a sexual assault.[488]"
12/12/2014,Portland,Oregon,No Info,High School,0,4.0,"Rosemary Anderson High School shooting: A gunman shot three students and a man outside Rosemary Anderson High School in north Portland. A 16-year-old girl was in critical condition, while the others suffered minor injuries. Two men, aged eighteen and twenty-two, were arrested in connection with the shooting.[489]"
1/15/2015,Milwaukee,Wisconsin,No Info,High School,0,3.0,"A 15-year-old boy, a student's father, and a teacher were each injured in the school parking lot atÂ¬â Wisconsin Lutheran High School. The student had unspecified injuries that were treated. The father was shot in the knee and the teacher was grazed in the toe. A 36-year-old man was charged in the shooting.[490]"
1/16/2015,Ocala,Florida,No Info,-,0,2.0,"Two were injured in gunfire that occurred after a Friday night basketball game. One was injured directly by a bullet, the other by ricocheting glass.[491]"
2/4/2015,Frederick,Maryland,No Info,High School,0,2.0,"Two students were shot near the gymnasium ofÂ¬â Frederick High SchoolÂ¬â during a junior varsity (JV) boys' basketball game. Approximately two hundred students, staff, and faculty were placed on lockdown for several hours after the shooting while police searched for the suspects. No suspects have been apprehended, although witnesses report seeing four black males dressed all in black who are considered by police to be suspects in this shooting.[492]"
2/14/2015,Merced,California,No Info,Middle School,1,0.0,A teenager was found killed in the parking lot of Tenaya Middle School. The shooting was reported to have occurred after school hours.[493]
2/23/2015,Daytona Beach,Florida,No Info,College,0,3.0,"Two students argued outside the music building atÂ¬â Bethune-Cookman UniversityÂ¬â when one pulled out a gun. Both had guns and it is not disclosed who did the shooting, injuring three students. A reward was offered to help solve this case.[494]"
3/30/2015,University City,Missouri,No Info,Elementary School,0,1.0,"Police said one person has been arrested for a shooting at Pershing Elementary School. The shooting occurred in the parking lot, with a 34-year-old-man being shot in the buttocks.[495]"
4/13/2015,Goldsboro,North Carolina,No Info,College,1,0.0,"A faculty member was killed with a rifle in the school library ofÂ¬â Wayne Community College. The suspected 20-year-old gunman, Kenneth Stancil, was arrested in Florida the next day. As of January 2017, Stancil, an admitted Neo-Nazi is being investigated for a hate crime.[496]"
4/16/2015,Paradis,Louisiana,No Info,Middle School,0,1.0,"A police officer was shot outside a school in a school zone while he was directing school buses into J.B. Martin Middle School, and the suspect was apprehended at the scene.[497]"
4/27/2015,Lacey,Washington,No Info,High School,0,0.0,"A 15-year-old student atÂ¬â North Thurston High SchoolÂ¬â walked into the commons area and fired two shots into the ceiling from a .357 magnum pistol. Brady Olson, a teacher at the school, was able to tackle the student before they could turn the gun on other students. No one was injured or killed. The student is facing charges of firing and possessing a gun on school property.[498]"
5/12/2015,Jacksonville,Florida,No Info,High School,0,2.0,"Police report that a 16-year-old shot five bullets into a school bus and injured two students. Apparently, there was an argument that touched on previous events.[499]"
5/24/2015,Flint,Michigan,No Info,High School,0,7.0,"In the early morning hours of Memorial Day weekend, a group of people were at Southwestern Classical Academy in the parking lot. Shots rang out and seven were injured, with two men being apprehended and charged.[500]"
8/27/2015,Savannah,Georgia,No Info,College,1,0.0,22-year-old student Christopher Starks was fatally shot in a student union building atÂ¬â Savannah State University. The shooter has not been identified.[501]
9/3/2015,Sacramento,California,No Info,College,1,2.0,"A man was arguing with at least one other person escalated into a physical fight on the parking lot ofÂ¬â Sacramento City College. A man opened fire, killing a 25-year-old student and wounding two others. The shooting suspect has not been arrested.[502]"
9/14/2015,Cleveland,Mississippi,No Info,College,2,0.0,A geography professor at Delta State University fatally shot a fellow history professor. The geography professor was chased by police and eventually died of a self-inflicted gunshot wound.[503]
9/30/2015,Harrisburg,South Dakota,No Info,High School,0,1.0,"A principal was shot in the arm and wounded at Harrisburg High School after an argument with a student. The suspect, a 16-year-old student at the school, was taken into custody and is charged with first-degree attempted murder.[504]"
10/1/2015,Roseburg,Oregon,No Info,College,10,9.0,"Umpqua Community College shooting: At around 10:40Â¬â a.m. PDT, a gunman, identified as 26-year-old student Christopher Harper-Mercer, opened fire in a hall on theÂ¬â Umpqua Community Collegecampus, killing eight students and one teacher, and injuring nine others. Mercer then committed suicide after engaging responding police officers in a brief gunfight.[505]"
10/9/2015,Flagstaff,Arizona,No Info,College,1,3.0,"One student died and three others were wounded in a shooting atÂ¬â Northern Arizona University. It is unclear what sparked the shooting, which took place near Mountain View Hall, a dormitory that houses most of the campus' students involved in Greek organizations. An 18-year-old student was arrested and charged with murder and aggravated assault.[506]"
10/9/2015,Houston,Texas,No Info,College,1,1.0,One person died and another person was injured after someone opened fire outside aÂ¬â Texas Southern UniversityÂ¬â dorm.[507]
10/22/2015,Nashville,Tennessee,No Info,College,1,3.0,One person was killed and three others were wounded in a shooting at an outdoor courtyard atÂ¬â Tennessee State University. The shooting may have stemmed from an argument over a dice game. A suspect has not been identified or arrested.[508]
11/1/2015,Winston-Salem,North Carolina,No Info,College,1,1.0,One person died and another person was injured after someone opened fire on the campus ofÂ¬â Winston-Salem State University. A 21-year-old non-student suspect is sought.[509]
11/20/2015,North Las Vegas,Nevada,No Info,High School,1,0.0,A 16-year-old student was fatally shot during a fight after school hours that involved multiple people on the campus ofÂ¬â Mojave High School.[510]
1/22/2016,Indianapolis,Indiana,No Info,High School,0,1.0,A 15-year-old male was shot in the leg and injured during a night-time basketball game atÂ¬â Lawrence Central High School.[511]
1/29/2016,Philadelphia,Pennsylvania,No Info,High School,0,0.0,"A gunshot was fired during a fight in a stairwell atÂ¬â Franklin High School, and no injuries were reported. Three people were detained.[512]"
2/9/2016,Muskegon Heights,Michigan,No Info,High School,0,4.0,"Four people, including two students, were injured during a basketball game event in the parking lot ofÂ¬â Muskegon Heights High School.[513]"
2/12/2016,Glendale,Arizona,No Info,High School,2,0.0,Two 15-year-old girls died in an apparentÂ¬â Murder-SuicideÂ¬â atÂ¬â Independence High School.[514]
2/29/2016,Middletown,Ohio,No Info,High School,0,4.0,"15-year-old Cameron Smith, and 14-year-old Cooper Caffrey, were shot when 14-year-old James Austin Hancock, opened fire in theÂ¬â Madison High SchoolÂ¬â cafeteria with a .380 caliber handgun. 15-year-old Brant Murray, and 14-year-old Katherine Douchette, also suffered shrapnel injuries.[515]Hancock was apprehended in a nearby wooded field.[516]"
4/23/2016,Antigo,Wisconsin,No Info,High School,1,2.0,"Two students at a prom atÂ¬â Antigo High SchoolÂ¬â were shot and injured by 18-year-old former student Jakob Wagner. Wagner later exchanged fire with a school resource officer in the school's parking lot, and was captured after being shot and wounded by police. He died hours later in a hospital."
6/1/2016,Los Angeles,California,No Info,College,2,0.0,"2016 UCLA shooting. Mainak Sarkar, age 38, a Ph.D. student, killed his former professor, William S. Klug, age 39, a professor of mechanical and aerospace engineering, in an engineering building atÂ¬â UCLA. Sarkar then killed himself. Sarkar, who lived inÂ¬â Minnesota, also killed his former wife, Ashley Hasti, age 31, in herÂ¬â Brooklyn Park, MinnesotaÂ¬â home.[517][518]"
6/8/2016,Dorchester,Massachusetts,No Info,High School,1,3.0,One student was killed and three other individuals were injured when gunfire erupted outside of the Jeremiah Burke High School following a fire-alarm causing an evacuation of the school. Two suspects have been arrested.[519]
9/6/2016,Cedar Rapids,IA,No Info,High School,1,0.0,A 15 year-old male student shot himself atÂ¬â Jefferson High School[520]. He died at a local hospital several days later[521].
9/9/2016,Alpine,Texas,No Info,High School,1,2.0,A 14-year-old female student shot a 16-year-old girl in anÂ¬â Alpine High SchoolÂ¬â restroom before committing suicide. A police officer accidentally shot another officer during the incident.
9/28/2016,Townville,South Carolina,No Info,Elementary School,2,2.0,"Townville Elementary School shooting: Two students and one teacher were wounded after a teen opened fire at Townville Elementary School. The suspect's father was found dead at his home soon after the shooting. One of the victims, six-year-old Jacob Hall, died 3 days after the shooting.[522][523]"
10/11/2016,Mobile,Alabama,No Info,High School,0,1.0,"A student was shot in the abdomen and wounded atÂ¬â Vigor High School. The suspect, a 16-year-old boy, turned himself in and was charged with assault.[524]"
10/13/2016,Columbus,Ohio,No Info,High School,0,2.0,"Two students were shot and wounded on the front lawn of Linden McKinley STEM Academy. One was shot in the shoulder, and the other shot in the chest, and were hospitalized in stable condition.[525]"
10/18/2016,San Francisco,California,No Info,High School,0,4.0,"Four students were shot outside June Jordan High School for Equity, a San Francisco public high school. One female victim was in critical condition, while three male victims suffered minor injuries. .[526]Â¬â Two people were arrested in the shooting.[527]"
10/25/2016,Sandy,Utah,No Info,Middle School,0,1.0,Police say the two teens ages 14 and 16 were involved in a confrontation on the far north end of Union Middle School. The boys got into an argument. The argument lead to a shooting. The 14 year old shot the 16 year old twice. He was sent to the hospital in critical but stable condition.[528]
12/1/2016,Bountiful,Utah,No Info,Middle School,0,0.0,"AtÂ¬â Mueller Park Junior High School, a 15-year-old student fired one shot into the ceiling and then pointed the weapon at his own neck. The student was confronted verbally by a teacher and another student and later arrested in possession of a shotgun, a handgun, and ammunition for each.[529]"
1/20/2017,West Liberty,Ohio,No Info,High School,0,1.0,"A 17-year-old student was charged with attempted murder and other crimes after bringing a gun toÂ¬â West Liberty-Salem High SchoolÂ¬â and firing two shots at 17-year-old student in a bathroom with a shotgun. The victim was injured. The student was ""also is accused of discharging the weapon in the schoolâÃÃ´s hallway before returning to the bathroom, where he was eventually taken into custody.""[530]"
1/20/2017,Seattle,Washington,No Info,College,0,1.0,A 34-year-old man was shot inÂ¬â Red SquareÂ¬â atÂ¬â University of WashingtonÂ¬â while protesting the visit of controversial journalistÂ¬â Milo Yiannopoulos. The shooter turned himself in to the university police and later questioned and released without being charged with a crime.[531]
3/21/2017,King City,California,No Info,High School,0,1.0,"An 18-year-oldÂ¬â King City High SchoolÂ¬â student was shot outside the school's auditorium. The gunman ran across the school's campus and baseball field, and fled the area. The school was then placed on lockdown. The victim was hospitalized with life-threatening injuries.[532]Â¬â A suspect was arrested in August 2017.[533]"
4/10/2017,San Bernardino,California,No Info,Elementary School,3,1.0,"North Park Elementary School shooting: Cedric Anderson, age 53, ofÂ¬â Riverside, California, died of aÂ¬â self-inflicted gunshot woundÂ¬â after shooting and killing his estranged wife, Karen Elaine Smith, age 53, in a classroom. An eight-year-old student was also fatally shot, and a seven-year-old student was injured.[534]"
5/4/2017,Irving,Texas,No Info,College,2,0.0,"North Lake College: Adrian Victor Torres killed a 20-year-old student, Janeera Nickol Gonzalez, whom he was stalking. He fatally shot her three times and the college went into lockdown before discovering that the suspect has died from aÂ¬â self-inflicted gunshot wound.[535]"
9/13/2017,Rockford,Washington,No Info,High School,1,3.0,"Freeman High School: Three students injured and one killed after a shooter opened fire. The suspect, a 15-year-old student, was taken into police custody.[536]"
9/20/2017,Mattoon,Illinois,No Info,High School,0,1.0,"Mattoon High School: A 14-year-old male student was subdued by a female teacher when he attempted to open fire in the school cafeteria at 11:33 a.m. Multiple shots were fired in the process, and one student was struck in the chest and was driven to a nearby hospital suffering non-life-threatening wounds. The student was taken into custody without further incident.[537][538]"
11/14/2017,Rancho Tehama Reserve,California,No Info,Elementary School,6,18.0,"Rancho Tehama Reserve shootings: Neighbor on a rampage injured one student at Rancho Tehama Elementary School and fatally shot five adults at several locations.[539]Â¬â The secretary heard the gunfire near the school and ordered the school to go on lockdown. After a custodian and the teachers put it into action, 43 year-old Kevin Neal rammed a truck into the gate of the school and fired at the classrooms hitting one student when a bullet pierced the wall. Neal fatally shot himself after sheriff's deputies rammed his vehicle during a pursuit.[539][540]"
12/7/2017,Aztec,New Mexico,No Info,High School,3,0.0,"Aztec High School shooting: William Atchison, 21-year-old former male student snuck into Aztec High School disguised as a student and hid in an unlocked washroom with aÂ¬â Glock 9mmÂ¬â hidden in his bag. He retreated from the washroom after being spotted by a school custodian who chased him shouting ""active shooter"" and ""lockdown"". Atchinson was able to shoot and kill two students who were caught in the hallway before he killed himself.[541][542]Â¬â He had been investigated in 2016 by theÂ¬â FBIÂ¬â when he asked ""where to find cheap assault rifles for a mass shooting"" on an online forum.[543][544]"
1/9/2018,Forest City,Iowa,No Info,-,0,0.0,"A man shot aÂ¬â pellet gunÂ¬â at a school bus full of children, shattering a window. No one was injured.[545]"
1/20/2018,Winston-Salem,North Carolina,No Info,College,1,0.0,A student was fatally shot on the campus ofÂ¬â Wake Forest University.[545]
1/22/2018,Italy,Texas,No Info,High School,0,1.0,A 16-year-old male student fired at a 15-year-old classmate in the cafeteria ofÂ¬â Italy High School. The gunman left the school immediately after opening fire.[546][547][548]
1/22/2018,New Orleans,Louisiana,No Info,High School,0,1.0,"Shots were fired from a truck in the parking lot of NET Charter High School, targeting a crowd of students during lunch time. One student was slightly injured, apparently from injuries unrelated to gunfire. One person was arrested in connection with the shooting.[545]"
1/23/2018,Marshall County,Kentucky,No Info,High School,2,18.0,"Marshall County High School shooting: A 15-year-old male student shot 16 people in the lobby at Marshall County High School and caused non-gunshot injuries to 4 others. Two 15-year-old students died: one killed at the scene, another died of wounds atÂ¬â Vanderbilt Medical Center.[549][550][551]"
2/1/2018,Los Angeles,California,No Info,Middle School,0,5.0,"Two 15-year-old students, a boy and a girl, were shot and injured inside a classroom at Sal Castro Middle School, which shares a campus withÂ¬â Belmont High School. Three other people suffered injuries unrelated to gunfire. A 12-year-old girl was arrested and put in custody.[552]"
2/14/2018,Parkland,Florida,No Info,High School,17,14.0,Marjory Stoneman Douglas High School shooting: A 19-year-old former student who had been expelled began shooting after pulling aÂ¬â fire alarm.[553]
3/2/2018,Mount Pleasant,Michigan,No Info,College,2,0.0,Central Michigan University shooting: Two people shot dead over a domestic dispute.
3/7/2018,Birmingham,Alabama,No Info,High School,1,2.0,"Huffman High School.  Law enforcement originally labeled the shooting as ""accidental""."
3/14/2018,Birmingham,Alabama,No Info,College,2,1.0,"UAB: A disgruntled employee entered the UAB Highlands Hospital on the campus of the University of Alabama at Birmingham and shot two hospital employees, fatally wounding one, on the second floor. The perpetrator then shot and fatally wounded himself. "
3/20/2018,Great Mills,Maryland,No Info,High School,2,1.0,"Great Mills High School: School placed on lockdown after a shooting occurred in the morning. A 17-year-old male student, armed with a handgun, shot and fatally injured a female student (with whom he had a prior relationship) and wounded a male student. The student shot himself in the head, fatally, while the school resource officer simultaneously shot at him."
4/20/2018,Ocala,Florida,No Info,High School,0,1.0,Forest High School:Â¬â School evacuated after shooting occurred shortly before a national school walkout for gun control measures.
5/11/2018,Palmdale,California,No Info,High School,0,1.0,"Highland High School: A 14-year-old former student allegedly fired a semi-automatic rifle shortly before classes were to begin. A 15-year-old was struck in the shoulder but went into surgery and was expected to recover fully. The suspect ditched the gun in a field and was arrested nearby, and faces a charge of attempted murder."
5/16/2018,Dixon,Texas,No Info,High School,0,1.0,"Dixon High School: A 19-year-old student recently kicked off football team allegedly fired shots prior to graduation rehearsal. A school resource officer shot the suspect, who suffered non-life threatening injuries."
5/18/2018,Santa Fe,Texas,No Info,High School,10,10.0,Santa Fe High School shooting: School was evacuated when fire alarms pulled at 7:45 am after students said they had heard gunshots. Shooter had a shotgun and .38 revolver. Multiple IEDs and pipe bombs were also found around the school.
5/18/2018,Jonesboro,Georgia,No Info,High School,1,3.0,Mount Zion High School: An argument led to a shooting in a parking lot after a high school graduation ceremony for graduates of Perry Learning Center. Mount Zion High School provided overflow parking for people attending the ceremony.
5/25/2018,Nobelsville,Indiana,No Info,Middle School,0,2.0,"Noblesville West Middle School shooting: Two people were shot and injured in a shooting at Noblesville West Middle School inÂ¬â Noblesville, Indiana. The shooter is an unnamed middle school student who exited his science classroom and entered with a gun. When he returned, he shot a female student and the science teacher, identified as Jason Seamen. Seamen was shot in the abdomen, hip, and forearm. The gun was wrestled away by Seamen after both he and the female student were shot."
8/17/2018,Wellington,Florida,No Info,High School,0,2.0,"Two people were shot and injured at a football game in Palm Beach Central High School in Wellington, Florida."
8/30/2018,San Francisco,California,No Info,High School,0,1.0,"One student was injured when two students were joking around about guns, and one student discharged a firearm at Balboa High School (California) in San Francisco, California. 4 students were arrested in this incident, and 2 were allowed to go back to school. The school was on lockdown along with three other schools in the area for two hours."
9/5/2018,Providence,Rhode Island,No Info,High School,1,1.0,"William Parsons, a 15-year-old student atÂ Central High School, was shot and killed outsideÂ Providence Career and Technical AcademyÂ inÂ Providence, Rhode Island. Police said that two young men got into an altercation and shots were fired, hitting the victim, who was uninvolved. The 16-year-old suspect accidentally shot and injured himself while trying to get away, under a mile from the scene."
9/10/2018,Memphis,Tennessee,No Info,High School,0,1.0,A teen girl was injured after shots were fired into school bus full of students attendingÂ Fairley High School.
9/11/2018,Las Vegas,Nevada,No Info,High School,1,0.0,A 18 year old student was shot atÂ Canyon Springs High Schoolby the baseball field and later died of his injuries at a hospital.
10/29/2018,Matthews,North Carolina,No Info,High School,1,1.0,"AÂ David W. Butler High SchoolÂ freshman, 16 year old Jatwan Craig Cuffie, fatally shot sophomore Bobby McKeithen. Cuffie is in custody and charged with first-degree murder"
12/13/2018,Richmond,Indiana,No Info,Middle School,1,0.0,"A 14-year-old male attempted a shooting onÂ Dennis Intermediate School. Informed of his intentions by his own mother, police arrived just before he was able to begin his attack. He was cornered in one of the school's stairwells and died by a self-inflicted gunshot wound."
1/25/2019,Mobile,Alabama,No Info,High School,0,2.0,"Two males were wounded after basketball game at Davidson High School, but between Blount High School and Murphy High School, the 15-year old suspect fled the scene before law enforcement arrived and was not arrested until February 8 (making him the first school shooter to ever go over 24 hours without being caught). His mother was arrested for harboring a fugitve"
2/8/2019,Baltimore,Maryland,No Info,High School,0,1.0,"A 25-year-old was confronted by an adult staff member of Frederick Douglas High School, as to his purpose on being on school grounds, in response the gunman shot and injured the staff member"
2/12/2019,Kansas City,Missouri,No Info,High School,1,0.0,"During a basketball game at the Central Academy for Excellence, an argument between two groups led to the groups being escorted out in a staggered fashion. However, as the second group was being escorted out 15-year old Anjanique Wright in the group was shot and later pronounced dead at the hospital"
2/14/2019,Rio Rancho,New Mexico,No Info,High School,0,0.0,A 16-year-old student at V. Sue Cleveland High School discharged a handgun inside the school before classes started and was arrested off school grounds
3/22/2019,Blountville,Alabama,No Info,Elementary School,0,1.0,"A substitute teacher at Blountsville Elementary School, unlawfully brought a small caliber weapon into the classroom, which discharged while in his pocket. One student reportedly had minor injuries, and the substitute was arrested"
4/1/2019,Prescott,Arizona,No Info,High School,0,1.0,"A 14-year-old male student with a concealed weapon shot a 14-year-old classmate at Prescott High School in what police described as a ""premeditated attack"". The victim was airlifted to a nearby hospital and is in stable condition. The shooter was apprehended by school resource officers."
4/25/2019,Dekalb,Georgia,No Info,Elementary School,0,10.0,A man who was in the woods shot and injured 10 children at a playground in at Wynbrooke Elementary School with a BB or pellet gun.
4/30/2019,Charlotte,North Carolina,No Info,College,2,4.0,A shooter on the University of North Carolina at Charlotte campus killed 2 and injured 4 on the last day of classes.
5/4/2019,Eugene,Oregon,No Info,College,1,0.0,A 21-year-old Lane Community College student was killed outside a fraternity house at the University of Oregon
5/6/2019,Riverview,Florida,No Info,Elementary School,0,0.0,A person shot through a window of an elementary school bus with 11 kids inside.
5/7/2019,Highlands Ranch,Colorado,No Info,High School,1,7.0,STEM School Highlands Ranch shooting: Two shooters kill 1 student and injure 7 others at STEM School Highlands Ranch.
5/7/2019,Savannah,Georgia,No Info,College,0,1.0,A man who was not a student at Savannah State University shot and wounded a student at a residence hall
8/8/2019,Montgomery,Alabama,No Info,Elementary School,0,0.0,38-year old Isaiah Johnson dropped his son off at Blount Elementary School got into an argument with another father over a traffic dispute then discharged a firearm into the father's vehicle.
8/30/2019,Mobile,Alabama,No Info,High School,0,10.0,Deangelo Dejuan Parnell shot 9 people during a confrontation at a stadium where a high school football game was being played. A tenth person suffered a stroke.
10/22/2019,Santa Rosa,California,No Info,High School,0,1.0,"A 16-year-old student was shot by a 17-year-old classmate just outside of Ridgway High School in Santa Rosa, California. The student shot is expected to live."
11/14/2019,Santa Clarita,California,No Info,High School,2,4.0,"	Saugus High School shooting: At least five people were injured, two fatally, in a shooting at Saugus High School. The suspected shooter, a male student who was also injured, has been taken into custody and is being treated at a local hospital"
11/15/2019,Pleasantville,New Jersey,No Info,High School,1,2.0,"Five men opened fire during a playoff game between the Camden Panthers and the Pleasantville Greyhounds at Pleasantville High School, injuring a 15-year-old boy, a 27-year-old male, and fatally injuring a 10-year-old boy. All five were later arrested for the random act of violence however the injured 27 year-old (who is believed to be the shooters target) has also been charged with unlawful possession of a handgun.[360][361][362][322] The alleged shooter Alvin Wyatt has been charged with murder and attempted murder."
11/23/2019,Union City,California,No Info,Elementary School,2,0.0,"Two boys, aged 11 and 14-years-old were shot in the parking lot of the Seamless Elementary School around 1 am, while sitting in a minivan. Both boys died of their wounds, one at the scene and the other at the hospital."
12/2/2019,Waukesha,Wisconsin,No Info,High School,0,1.0,A 17-year-old male student who brought a handgun to Waukesha South High School was shot by a police officer after pointing his gun at him and was in stable condition. The gun was later determined to be a pellet gun.
12/3/2019,Oshkosh,Wisconsin,No Info,High School,0,2.0,"Grant Fuhrman, a 16-year-old male student at Oshkosh High School was shot by resource officer Mike Wissink after stabbing him with an Barbecue fork and was in stable condition. Fuhrman was charged with attempted intentional homicide."
1/8/2020,Belle Glade,Florida,No Info,High School,0,1.0,No Info
1/11/2020,Dallas,Texas,No Info,High School,1,1.0,"A 15-year-old has been arrested after two people were wounded by gunfire during a fight at a high school basketball game between South Oak Cliff and Kimball high school, An 18-year-old man was badly wounded in the shooting, and a Dallas ISD police officer was grazed by a bullet fragment. The 15-year-old suspect, who turned himself in at Dallas police headquarters is being charged with aggravated assault.[369] however the 18-year old student died from his injuries so the suspect is now being charged with murder."
1/14/2020,Bellaire,Texas,No Info,High School,1,0.0,A 19-year old student was shot in the chest and killed at Bellaire High School. a 16-year old student was arrested and charged with manslaughter.
